 Name,Description,Temperament,Image,Price,Hypoallergenic
Jagdterrier,"The Jagdterrier is first and foremost a hunting and sporting dog. Jagdterriers possess a spirit of liveliness and speed at work, yet are regal at rest. ""Alert,"" ""athletic"" and ""active"" describes the ambience of the Jagdterrier. A bit of fire is always evident in its expression. Physically, individuals should exhibit a square (though not broad) build, standing squarely and true over the feet. A deep and narrow chest allows the dog to easily enter dens. Leg length is in proportion to the rest of the body, avoiding both stubbiness or legginess. The tail is set fairly high and straight, and is gaily carried. The tail posture, while the dog is working, will be wayward and is not important. Though cropped, the remaining tail must be long enough to serve as a handle, should the hunter need to pull the terrier from a den. The coat may be either harsh or smooth; the important factor for coats of working terriers being that the coat must be thick and ample for turning briars and fangs.","This terrier breed is a clever hunter, unrelenting, tough, and robust. The Jagdterrier is unafraid of the most formidable wild game and very intent in the pursuit of such game. The breed is highly intelligent and affable with its master and other hunters. Considering its determination to work, and its combustible energy, the breed should not be selected strictly as a pet, though they are totally people friendly. Dash, gameness and pluck are all descriptive of a properly bred Jagdterrier. The Jagdterrier, bred solely by hunters over its existence, has maintained the fearless characteristics of early day den terriers.",https://www.dogbreedslist.info/uploads/dog-pictures/jagdterrier-2.jpg,Average $700 - $1000,Hypoallergenic: No
Japanese Terrier,"The Japanese Terrier is a short coated, small sized, clean cut dog, with a smart appearance and a compact outline.","The Japanese Terrier is a cheerful, animated, intelligent dog. They are gentle and sometimes cautious but, like other terriers, they can be intense when chasing squirrels (which may be bigger than they are).",https://www.dogbreedslist.info/uploads/dog-pictures/japanese-terrier-2.jpg,Average $600 - $800 USD,Hypoallergenic: Unknown
Jämthund,"The Swedish Elkhound is a large, rectangular spitz breed, clean cut, strong, substantial and agile. It must not give the impression of having a long body or of being overly heavy in body, as it is a breed known for great endurance. Courageous and energetic, but also stoically calm.","As with most breeds developed for hunting, the Swedish Elkhound requires a lot of regular exercise to stay fit, both physically and mentally. It quickly becomes bored if kept indoors for too long and can become destructive.",https://www.dogbreedslist.info/uploads/dog-pictures/jamthund-2.jpg,Average (Unknown),Hypoallergenic: Unknown
Keeshond,"The Keeshond is a square-proportioned, sturdy dog of Northern type. It is an all-purpose dog, a generalist rather than a specialist, and its build reflects this. The gait of the keeshond is distinctive: clean, bold and brisk, with only slight to moderate reach and drive. It has a long straight harsh outer coat standing off from its body, a good mane and a thick downy undercoat — all imparting superb insulation from cold and damp.","The keeshond combines many traits of the best house dogs: fairly energetic and playful, very attentive and loving, and ready for adventure yet content to take it easy. It is sensitive and learns readily. It makes a good companion for a child or adult. It is friendly to all but, nonetheless, an alert watchdog.",https://www.dogbreedslist.info/uploads/dog-pictures/keeshond-2.jpg,Average $1500 - $2000 USD,Hypoallergenic: No
Kerry Blue Terrier,"This versatile breed has the build of a dog able to perform a variety of tasks, all requiring athletic ability. It can run, herd, trail, retrieve, swim and dispatch vermin — the ideal all-around farm companion. In keeping with this, it is not exaggerated in build. It is an upstanding, long-legged terrier with a short back, displaying strong bones and muscle. Its coat is soft, dense, and wavy, and of a distinctive blue-gray color.","The Kerry Blue Terrier is a versatile terrier, the Kerry blue's personality is multifaceted. It can guard, hunt, herd or just be a fun-loving companion. It needs daily mental and physical activity in a safe area. It loves to run, chase, hunt, explore, play and dig. Indoors, it is well-mannered. It can be protective toward strangers yet greet verified friends with great enthusiasm. It is apt to be aggressive toward other dogs and small animals. It is clever and independent, often stubborn. Some tend to bark.",https://www.dogbreedslist.info/uploads/dog-pictures/kerry-blue-terrier-2.jpg,Average $2000 - $2500 USD,Hypoallergenic: Yes
Kooikerhondje,"The Kooikerhondje is a small, flashy, orange and white spaniel-like sporting dog. Originally bred in Holland as a duck decoy dog, its heavily white plumed tail waves jauntily to entice and lure ducks to follow it into Eendenkooi (duck cages). When not working the traps, Kooikers were expected to work on the farm to catch vermin. The preferred height at the withers is 15 to 17 inches for males and 14 to 16 inches for females. The proportion of the Kooiker is off-square. The bone and substance of the Kooiker is moderate. The head should be in proportion to the dog. The expression is gentle and alert. Ears should be red in color and well feathered and ideally adorned with earrings. The color for the Kooiker should be predominately orange-red and may be patched or solid on pure white although a few small spots on the legs are acceptable. A black tail ring where the color changes from orange-red to white is permitted.","Cheerful, good natured, friendly, quiet, well-behaved, and alert; those are terms that are used to describe the Kooikerhondje. Depending on its domestic environment, it is kind, happy and lively. They are also intelligent, attentive and more than willing to please their owner. The Kooikerhondje adapts to situations rather quickly, changing his behavior from quiet to lively when the situation allows him to be. He will not always immediately like strangers, instead choosing to retreat. But once he warms up to someone, the trust will be there for the rest of his life. The Kooikerhondje can make a fine apartment dog if exercised regularly, but a fenced yard will be more ideal. He has a medium energy level, yet is usually quiet when indoors.",https://www.dogbreedslist.info/uploads/dog-pictures/kooikerhondje-2.jpg,Average $3000 - $3500 USD,Hypoallergenic: No
Kuvasz,"The Kuvasz is a giant dog, slightly longer than tall, and medium-boned. It is not bulky, but instead light-footed, with a free, easy gait. The breed's combination of power and agility stems from its versatile roots as a guardian, hunter and herder. Its double coat is medium-coarse, ranging from wavy to straight.","Despite its sweet looks, the kuvasz is a tough protector, fearlessly defending its family or home. It is gentle with and protective of children in its own family, but it may misinterpret a child's rough-and-tumble games with other children as attacks on its child. It is reserved with strangers and may be aggressive toward strange dogs; however, it tends to be very gentle with other pets and livestock. It is devoted and loyal but not very demonstrative. Some can be domineering.",https://www.dogbreedslist.info/uploads/dog-pictures/kuvasz-2.jpg,Average $1500 - $2500 USD,Hypoallergenic: No
Komondor,"The Komondor is a large, muscular dog, with plenty of bone and substance; it is slightly longer than tall. Its gait is light and leisurely, with long strides. Its hallmark coat is double, consisting of a dense wooly undercoat and a coarser outer coat that is wavy or curly. The undercoat is trapped in the outer coat so that it forms strong, felty, tassel-like cords. This coat helped protect the dog from the elements as well as the teeth of tough adversaries. It also helped the dog to blend in with its flock.","The Komondor, being naturally wary of strangers, makes an excellent house guard dog. They are devoted to their master and will defend him against attack by any stranger. This trait makes it advisable that the dog only be used as a herd/flock guardian/protector, not for driving. When mature, the breed is an earnest, courageous, very faithful herd/flock guardian. While a puppy, the Komondor is playful.",https://www.dogbreedslist.info/uploads/dog-pictures/komondor-2.jpg,Average $800 - $1500 USD,Hypoallergenic: No
Korean Jindo,"The Korean Jindo is a medium-sized, sturdily-built, Spitz-type dog with a triangular shaped head, prick ears, and a harsh, straight coat of medium length. The body is either square or slightly longer than tall. The tail is thick and may be loosely rolled over the back or carried over the back in a sickle position. Gender differences in this breed are very apparent. Typically, males are larger with heavier heads while females have more fox-like heads. The appearance of the Jindo gives the impression of intelligence, strength, and agility.","The Jindo is an enthusiastic hunter, able to follow cold trails of rabbit, raccoon, and badger. In packs, Jindo can hunt even wild boars and roe deer. Jindos are renowned for their loyalty to family members and their attachment to their home. Jindos have often been known to travel long distances to return to their original owner. The Jindo has a fastidious nature and puppies are housebroken with little training. Jindos also keep their coats extremely clean. Jindos are, by nature, watchful of other dogs and may, on their own territory, react aggressively to intruding dogs. Jindos are highly intelligent but because of their independent nature, respond best to positive reinforcement training, and preferably from their owner. While the Jindo is devoted to its owner, they are aloof and suspicious toward strangers.",https://www.dogbreedslist.info/uploads/dog-pictures/korean-jindo-dog-2.jpg,Average $800 - $1000 USD,Hypoallergenic: No
Karelian Bear Dog,"The Karelian Bear Dog is a medium-sized, sturdily-built, Spitz-type dog, with a triangular-shaped head, prick ears, and a harsh, straight, black or black and white coat that is of medium length. The length of body, from point of buttocks to point of sternum, is just slightly longer than the height, measured at the withers. Slightly longer coat on the thighs may make the length of body appear greater. The tail is carried in a loose curl over the back, although a natural bob or stub tail is acceptable. Honorable scars or other evidences of injury resulting from working in the field are not to be penalized.","The Karelian Bear Dog has a reserved but stable temperament and is very devoted to its master. Karelians have strong hunting instincts. They are normally aggressive with other dogs, particularly in their own territory, so they do not work well in a pack. They are fearless and self confident, and will attack bear and other large game without hesitation. Their senses, particularly the sense of smell, are very keen. They are never aggressive towards people.",https://www.dogbreedslist.info/uploads/dog-pictures/karelian-bear-dog-2.jpg,Average $1400 - $1700 USD,Hypoallergenic: No
Kishu Ken,"The Kishu Ken is a medium-sized sturdy dog. The coarse double coat is short and straight with a thick, soft undercoat. Coat color mostly comes in white, but occasionally brindle, sesame or red do occur. The nose is usually black, but can be brownish or pink. Has a scissor or level bite. Has a broad head with prick ears inclined forward that are on the smaller side. Tail curls over the back. There is fringing on the tail and cheeks. It has a close resemblance to the Shiba Inu, Akita Inu and Ainu Dog.","Kishu Kens are a one person/one family dog. They are courageous and brave as hunters, and will be loyal to their owners. They have a strong prey drive, and will hunt small animals. A few have been known to do well with cats if raised with them. They do well with other dogs if socialized well as puppies, however, due to their pack instincts they might cause some fights for dominance. They are quite headstrong and willful, making training necessary, but they are devoted and loyal to family, getting along well with children, if raised with them. Kishu Kens like to keep an eye on whatever is going on, and sometimes find a high place to look out from. They can be aloof or shy around strangers. They are easily housebroken, intelligent, and strong willed.",https://www.dogbreedslist.info/uploads/dog-pictures/kishu-2.jpg,Average $1800 - $2200 USD,Hypoallergenic: No
Koolie,"The Koolie is as diverse as the country it originates from, Australia. In the north of Queensland and New South Wales they are tall, medium boned and agile, bred for mustering Simmental cattle and Brahma over many miles. In The Hunter Valley region and Snowy Mountains of New South Wales, they're thicker set and shorter to flush low lying cattle from the dense bush and gullies. In Victoria, one finds the smallest variety of the Koolie. Koolies are bred to meet the needs of the stockman, grazier and farmer, all agile, all with the same ability to adapt to any situation, all with a strong willingness drive. The Koolie vary from 40 to 60 centimetres (16 to 24 in) in size and are a contrast of coat, colour and body type, although they are merled coat pattern. The solid red or black Koolie are often mistaken for Kelpies, and some bi coloured Koolie have been taken for Border Collies by the general public, rarely if ever by breeders. As all of these breeds share Collie ancestry, they resemble each other.","Graziers, stockmen and dairy farmers across Australia since days long past have typically selected breeds which display the abilities required to meet their working needs. The temperament found in a Koolie is a culmination of these much sought-after abilities. The optimal worker possesses a combination of working skills and bonding temperament. Owners will be rewarded through the Koolie's diligence in varied roles such as in work situations, sporting activities, loyal service or the time honoured role of companionship. Known to be patient, temperate, dedicated, with a strong sense of willingness and devotion; the Koolie is not naturally aggressive but can demonstrate dominance. They show an untiring enthusiasm for work and an admirable hardiness when the job or circumstance requires.",https://www.dogbreedslist.info/uploads/dog-pictures/koolie-2.jpg,Average $700 - $900 USD,Hypoallergenic: No
Kromfohrlander,"The Kromfohrländer comes in 2 coat variations: wirehaired (Rauhaar) and smooth haired (Glatthaar). The distinction is the presence of a beard on the wirehaired variety and a rather long coat on the smooth haired variety. Therefore the wirehaired resembles a terrier, while the smooth haired looks rather like a spaniel. The color is brown/tan/buff markings on a white background with a blaze on the face 'as symmetrical as possible.'","The Kromfohrländer is a very lively, good-natured, intelligent breed with a comparatively weak hunting instinct, loves to play and run and can adapt to many situations fairly well. Kromfohrländers are very much ""people dogs"" and they rarely stray very far from their owner. They take to strangers and children rather hesitantly at first, but once they get familiar, they are friends for life.",https://www.dogbreedslist.info/uploads/dog-pictures/kromfohrlander-2.jpg,Average $2000 - $2500 USD,Hypoallergenic: No
Kangal Dog,"The Kangal Dog is a large, powerful, heavy-boned dog, whose size and proportions have developed naturally as a result of its continued use in Turkey as a guardian against predators. The head is large and moderately wide with drop ears. A properly proportioned Kangal Dog is slightly longer (measured from prosternum to point of buttocks) than tall (measured from the withers to the ground), and length of the front leg (measured from point of elbow to the ground) should equal slightly more than one-half of the dog’s height. The tail, which is typically curled, completes the distinctive silhouette. The Kangal Dog has a double coat that is moderately short and quite dense. The Kangal Dog has a black mask and black velvety ears that contrast with a whole body color which may range from light dun to gray. Honorable scars or other evidences of injury resulting from working in the field are not to be penalized.","The Kangal dog is calm, controlled, independent, powerful and protective. They may be aloof towards strangers, but a well-socialized Kangal Dog is friendly with visitors and especially children. They must never be shy or vicious. A well-trained Kangal is sensitive and alert to changing situations, responding to threats with judicious warnings and courageous action if necessary. They make good guardians of livestock and humans alike, but they may not be suitable for inexperienced dog owners, as the independent intelligence of the Kangal makes for a difficult pupil.",https://www.dogbreedslist.info/uploads/dog-pictures/kangal-dog-2.jpg,Average $1200 - $2500 USD,Hypoallergenic: No
King Shepherd,"The King Shepherd is a large breed. According to the American Rare Breeds Association males stand at over 29 inches (74 cm) tall and should have an ideal weight of 130 to 150 pounds (59 to 68 kg) pounds while females are 27 inches (69 cm) tall and ideally 90 to 110 pounds (41 to 50 kg). The build of this dog is muscular, long, and robust; the structure is solid. The head is in good proportion with the body and moderately wide between the eyes. The forehead is slightly rounded. The cheeks are not too full and moderately curved when viewed from the top. The thick, firm ears are medium-sized and moderately wide at base. The eyes are medium-sized and almond shaped. The shades of the eyes can be varying shades of brown ranging from golden brown to almost black. The chest is broad and deep. Thickly feathered, the tail reaches at least to the hocks and is slightly curved.","The King Shepherd is self-confident with a well-balanced personality and healthy nervous system. They should not exhibit any shyness or nervousness. They are extremely intelligent, easy to train and eager and faithful to please their owners. This breed makes a fine sheep-herder and working dog. They are also a naturally courageous guard and watchdog, showing courage, strength, and hardiness in their role of protector. They make very nice companions and are friendly to other animals and children.",https://www.dogbreedslist.info/uploads/dog-pictures/king-shepherd-2.jpg,Average $1500 - $2500 USD,Hypoallergenic: No
Kyi-Leo,"The Kyi-Leo reaches 8-12 inches in height and 9-14 pounds in weight. It has a long silky coat, most commonly black and white but sometimes gold and white, which tends to grow to long lengths (never quite reaching past the floor) if tended properly. Its hair also grows on its face and tail. It has small yet delicate legs that are prone to damage if dropped, but the Kyi-Leo can be very agile and quick. The Kyi-Leo has notable similarities, in body size, shape, and hair, to the Shih Tzu dog breed though the eyes are more human set rather than bulging and they do not have the short-snout face.","The Kyi-Leo is generally calm, obedient, quiet, and difficult to provoke. It is usually very playful and active around trusted humans or animals, but tends to stay cautious and alert around strangers. Its acute hearing makes it a decent watchdog. It ideally lives in indoor settings and can be very patient when left alone for long hours at a time.",https://www.dogbreedslist.info/uploads/dog-pictures/kyi-leo-2.jpg,Average $800 - $1200,Hypoallergenic: Yes
Karst Shepherd,"The Karst Shepherd is a medium sized, compact sheepdog, of iron-grey color with a 10 cm long dense, double coat. The head is extremely noble with friendly, almond-shaped, dark-brown eyes and an amiable, rounded skull. It is slightly longer than its height, with a sabre-like tail that reaches at least to the hocks. The back is solid, straight; the chest of medium width and elbow deep with quite well-sprung ribs. Teeth: scissor-bite, dentition perfect. The iron grey color has two additional shades, toward silver grey or very dark grey. Some of the darker animals have characteristic stripes on the legs, a reminder of their ancestry.","The breed standard describes the dog as having a sharp temperament and strong individuality, distrustful of strangers. It's a good guard dog. Like all large dogs, the Karst Shepherd needs to be well socialized while very young, with people if the dog is to be a companion, and with livestock if the dog is to be a guardian. If the breed's background is taken into consideration, and if the dog is well socialized and trained, he may make a good family dog. Temperament of individual dogs may vary.",https://www.dogbreedslist.info/uploads/dog-pictures/karst-shepherd-2.jpg,Average (Unknown),Hypoallergenic: No
Labrador Retriever,"The Labrador Retriever is a medium to large-sized, short-coupled, powerfully-built dog with a short, dense, water-resistant coat; small, drop ears; and a short, thick otter-like tail carried level with the back or with a slight upward curve. The length of body is equal to or only slightly longer than the height at the withers, and the distance from the elbows to the ground is equal to one-half the height at the withers. Balance, outline, intelligence, temperament and movement are of overriding importance. The Labrador Retriever is a breed of moderation, thoroughly sound, and willing and able to do its work. The Labrador Retriever is a dog without exaggeration, so light, weedy dogs; long, low-stationed dogs; and cloddy, lumbering dogs are to be equally penalized. The Labrador Retriever should be evaluated as a working gun dog, and exaggerations or faults should be penalized in proportion to how much they interfere with the dog’s ability to work.","The Labrador Retriever is an enthusiastic hunter with a good nose and a soft mouth. They excel in all performance activities. Another essential characteristic of the Labrador Retriever is the short, dense, double coat that protects the dog when retrieving from water. The short, “otter” tail is another distinctive feature of this breed. Labrador Retrievers are noted for their excellent temperaments. This breed is friendly, outgoing and eager to please. They are extremely intelligent and easily trained to perform a variety of complex tasks.",https://www.dogbreedslist.info/uploads/dog-pictures/labrador-retriever-2.jpg,Average $800 - $1500 USD,Hypoallergenic: No
Lhasa Apso,"The Lhasa Apso is longer than it is tall, with a strong loin. Although the breed has never been used for purposes requiring great athleticism, it should nonetheless have a strong loin and well-developed quarters and thighs. The head is well-covered with a good fall over the eyes and good whiskers and beard, imparting a dignified, almost lionlike look. The bite should be either level or slightly undershot. The coat is heavy, straight, long and hard.","Despite its lap-dog appearance, the Lhasa is a tough character. It is independent, stubborn and bold. Although it is eager for a romp or game, it will be happy as long as it is given exercise. It will also happily snooze beside its owner. These characteristics make it an excellent small companion in adventure. It is somewhat reserved with strangers.",https://www.dogbreedslist.info/uploads/dog-pictures/lhasa-apso-2.jpg,Average $1500 - $2500 USD,Hypoallergenic: No
Lagotto Romagnolo,"The appearance of the Lagotto Romagnolo can vary, and generally have floppy ears, and large round eyes in any shade color ranging from golden to a dark brown. Their water friendly coat is very thick and curly. Solid colors include off-white, golden, or brown. They can also be found white with brown or orange patches or roan. It is a medium to large sized dog that is hypoallergenic, which also means it almost never sheds. A Lagotto often displays white markings that grow out in adult status.","The Lagotto is made to work. They generally have sharp senses, though their eyesight is more sensitive to motion than detail. They are very loyal and loving, making them the perfect family companion. Some are easy to train, and many get along with other animals quite easily if they're socialized as puppies.  Some Lagotti are excellent swimmers, but some will only paddle. Some will retrieve from lakes, streams and other bodies of water without hesitation. They are lovable family pets and tend to like attention. Lagotti love to dig; many owners give them a sandbox, or have a designated place to allow them satisfy their digging urges. They also love to play seeking games and have very active, and clever minds.",https://www.dogbreedslist.info/uploads/dog-pictures/lagotto-romagnolo-2.jpg,Average $3000 - $5000 USD,Hypoallergenic: Yes
Leonberger,"The Leonberger is a calm, large, muscular working dog with proud head carriage, level top line, and balanced build. They are a dimorphic breed, with males and females easily discernible as such. Males have strong, masculine heads while the female head expresses femininity. Tight flews, a distinguishing feature of the breed, provide for a dry mouth with no drooling. A soft, sweet expression, dark brown eyes, and a black mask are hallmarks of the Leonberger breed. For his size, the Leo is light on his feet and graceful in motion with a powerful, ground covering gait. Although a multi-purpose working breed, the Leonberger is primarily value as a loving companion, enthusiastically participating in most family endeavors and socializing at human gatherings.","First and foremost a family dog, the Leonberger's temperament is one of its most important and distinguishing characteristics. Well socialized and trained, the Leonberger is self-assured, insensitive to noise, submissive to family members, friendly toward children, well composed with passersby, and self-disciplined when obliging its family or property with protection. Robust, loyal, intelligent, playful, and kindly, they can thus be taken anywhere without difficulty and adjust easily to a variety of circumstances, including the introduction of other dogs.",https://www.dogbreedslist.info/uploads/dog-pictures/leonberger-2.jpg,Average $2000 - $4000 USD,Hypoallergenic: No
Lakeland Terrier,"The Lakeland Terrier is a rather small dog of short-backed, square proportion with a sturdy, workmanlike build. Its legs are fairly long, enabling it to run at good speed and traverse the rugged shale terrain of its native mountain countryside. Its gait is smooth and ground-covering, with good reach and drive. Its body is deep and narrow, allowing it to squeeze through small passages after its quarry. Its expression reflects its mood, ranging from intense to gay or impish. Its double coat consists of a soft undercoat and a hard, wiry outer coat.","The spunky Lakeland makes the most of every day, always busy investigating, playing and, if it really gets its wish, hunting, running and chasing. Given daily exercise in a safe area, it settles down in the home and makes an entertaining and endearing house pet. It is reserved with strangers and usually aggressive toward other dogs and small animals. Clever, independent and stubborn, it can be mischievous. It is nonetheless sensitive and must be trained with patience as well as a sense of humor.",https://www.dogbreedslist.info/uploads/dog-pictures/lakeland-terrier-2.jpg,Average $1800 - $2500 USD,Hypoallergenic: Yes
Lowchen,"The Lowchen is a compact small dog, very slightly longer than it is tall, with strong, sturdy — but never coarse — bone. Its gait is effortless with good reach and drive, and it proudly carries its head and tail. Its coat is dense and long, moderately soft with a slight to moderate wave. It is traditionally clipped in a lion trim. The lowchen has a relatively short, broad top skull and muzzle, and its expression is alert, bright and lively.","This is a lively, inquisitive, affectionate dog. It is a mixture of playful spirit and calm soul mate, a good companion for a quiet family. It is willing to please and responsive to commands, and it is devoted to its family. Some may bark or dig a lot.",https://www.dogbreedslist.info/uploads/dog-pictures/lowchen-2.jpg,Average $4000 - $8000 USD,Hypoallergenic: Yes
Large Munsterlander,"The Large Munsterlander is a versatile pointing gun dog that is especially well known for its ability to locate and retrieve shot game, the Large Munsterlander is a black and white dog with elegant, clean lines and a distinct look of nobility. He gives the immediate impression of possessing a combination of strength and refinement.","First and foremost a working gun dog, this breed must be tractable, trainable and intelligent. It has a lively temperament, but is never nervous or hyperactive.",https://www.dogbreedslist.info/uploads/dog-pictures/large-munsterlander-2.jpg,Average $1500 - $1800 USD,Hypoallergenic: No
Lancashire Heeler,"The Lancashire Heeler is a small but sturdy, powerful and energetic working dog, either black and tan or liver and tan, with a weather resistant double coat and a natural tail that is carried in a slight curve.","It is alert, friendly, energetic, intelligent, playful and a pleasant companion. Personality can range from lazy and playful to energenic and talkative. It is actually a very strong dog that likes to participate in all kinds of activities, and can carry a ball or object the size of themselves.The Lancashire Heeler is friendly towards its owners and passers-by on the street but may be aggressive towards an unknown character on their territory.",https://www.dogbreedslist.info/uploads/dog-pictures/lancashire-heeler-2.jpg,Average $800 - $1200 USD,Hypoallergenic: No
Landseer,"The Landseer should convey the impression of a tall, powerful and well-balanced dog. The legs are comparatively longer than those of the black Newfoundland, especially in the male. The Landseer is elegant, harmonious, agile and hardy. The wide muzzle is rather short and squared-off. The small, triangular ears are pendant. The small eyes are dark brown; the conjunctiva should not show as it does in the St. Bernard. The nose is black. The feet are webbed for better swimming. Dewclaws should be removed on the hind legs. The tail hangs down.","The Landseer Newfoundland dog is known for its sweet disposition, gentleness, and serenity. They enjoy swimming and tend to drool, though not as much as some other giant breeds. While the Landseer European Continental Type is also sweet, affectionate and enjoys swimming, it is quite different from the Landseer Newfoundland in regard to response, agility and speed.",https://www.dogbreedslist.info/uploads/dog-pictures/landseer-2.jpg,Average $2000 - $2500 USD,Hypoallergenic: No
Lucas Terrier,"The Lucas Terrier is a sturdy, symmetrically built, working terrier like an old-fashioned Ilmer Sealyham type, created only by crossing an existing Lucas Terrier with a Norfolk Terrier or with a small Sealyham Terrier. A latter-day Norfolk Terrier mated with a latter-day Sealyham Terrier does not produce a Lucas Terrier because it will not trace back to the original Lucas Terrier lines. All true Lucas Terriers have a direct connection to Sir Jocelyn Lucas's original Ilmer Kennel based Lucas Terriers. The Lucas Terrier is bred primarily for temperament and companionship, and so should be friendly, with no aggressive tendencies towards people or other dogs, and not fearful or nervous while retaining the usual terrier traits. The coat should be fairly harsh, weather resistant and of medium length. It may be coloured or white, but the majority are tan, black and tan or saddle and tan. Dogs should weigh 14–20 lbs (6–9 kg) and bitches 11–17 lbs (5–8 kg).","The Lucas Terrier is a small, sweet, non-exaggerated British terrier that is making a comeback in popularity in the U.S. Smart and easy to train. Friendly toward people and other dogs. Excellent with children. Eagar to please. Not a yapper by nature. Likes to dig. Make sure you are this dog's firm, confident, consistent pack leader to avoid Small Dog Syndrome, human induced behavior problems. Always remember, dogs are canines, not humans. Be sure to meet their natural instincts as animals.",https://www.dogbreedslist.info/uploads/dog-pictures/lucas-terrier-2.jpg,Average $2000 - $3500 USD,Hypoallergenic: No
Lurcher,"The Lurcher has a short coat and a smooth undercoat that thickens in the winter. The legs are long and straight. The chest is deep, providing lung capacity for endurance. The small, wire-haired ears are high set. The small, dark eyes are round and alert. Colors vary widely since the Lurcher is derived from sighthound crosses. There is also a longhaired variety.","Temperament is also variable, again dependent on parental influence. As could be expected, lurchers with dominant sighthound attributes have similar temperaments—often fairly lazy with a good eye—however, accordingly, others are influenced by their other, often more tractable, biddable, and slower parent. As with all dogs, temperament will be modified by socialising the puppy.",https://www.dogbreedslist.info/uploads/dog-pictures/lurcher-2.jpg,Average $600 - $800 USD,Hypoallergenic: No
Lapponian Herder,"The Lapinporokoira is a medium-sized dog, with medium length fur in a double coat. Ears are pricked (standing up; drop ears are a disqualifying fault.) Colour is generally black or dark grey or brown, with a lighter shade on the head and lower parts of the body, often with white markings. Height should be 51 cm (20 in) at the withers for males, 46 cm (18 in) for females. Males and females should look distinctly different. Weight is between 55-65 pounds, males usually heavier than females.","The breed standard states that the dog should be calm, friendly, and docile, but also energetic. Most herding breeds need to be given regular exercise. The temperament of individual dogs may vary.",https://www.dogbreedslist.info/uploads/dog-pictures/lapponian-herder-2.jpg,Average $1000 - $2000 USD,Hypoallergenic: No
Miniature Schnauzer,"The Miniature Schnauzer is a robust, sturdily built terrier of nearly square proportion. It was developed as a ratter and is quick and tough. Its gait displays good reach and drive. Its coat is double, with a close undercoat, and hard, wiry, outer coat which is longer on the legs, muzzle and eyebrows. Its facial furnishings add to its keen expression.","The miniature schnauzer deserves its place as one of the most popular terrier pets. It is playful, inquisitive, alert, spunky and companionable. It is a well-mannered house dog that also enjoys being in the middle of activities. It is less domineering than the larger schnauzers and less dog-aggressive than most terriers. It is also better with other animals than most terriers, although it will gladly give chase. It is clever and can be stubborn, but it is generally biddable. It enjoys children. Some may bark a lot.",https://www.dogbreedslist.info/uploads/dog-pictures/miniature-schnauzer-2.jpg,Average $1200 - $2500 USD,Hypoallergenic: Yes
Miniature American Shepherd,"The Miniature American Shepherd is a small size herding dog that originated in the United States. He is slightly longer than tall with bone that is moderate and in proportion to body size and height without extremes. Movement is smooth, easy, and balanced. Exceptional agility combined with strength and stamina allows for working over a variety of terrain. This highly versatile, energetic dog makes an excellent athlete with superior intelligence and a willingness to please those to whom he is devoted. He is both a loyal companion and a biddable worker, which is evident in his watchful expression. He traditionally has a docked or natural bobtail.","Intelligent, willing to please, and devoted, the Miniature American Shepherd is a herding dog that can be an excellent family pet. Owners must devote time to socialization and training to direct the breeds strong working instincts and drive. They are naturally wary of strangers but should not be shy, and they are able to adjust their demeanor to given situations, whether work or play. The breed responds well to obedience training and has a natural sensitivity that makes it a good choice for therapy work, service work, and search and rescue. The Miniature American Shepherd is an intelligent working dog of strong herding and guardian instincts. An exceptional companion, he is versatile and easily trained, performing his assigned tasks with great style and enthusiasm. Although reserved with strangers, he does not exhibit shyness. He is a resilient and persistent worker, who adjusts his demeanor and arousal appropriately to the task at hand. With his family he is protective, good natured, devoted and loyal.",https://www.dogbreedslist.info/uploads/dog-pictures/miniature-american-shepherd-2.jpg,Average $800 - $1500 USD,Hypoallergenic: Unknown
Mastiff,"The massive Mastiff is heavy-boned with a powerful musculature, being slightly longer than tall. It combines great strength with endurance. Its power and strength are evident in its gait, which should have good reach and drive. Its double coat consists of a dense undercoat and a straight, coarse, outer coat of moderately short length. Its expression is alert but kindly. The overall impression should be one of grandeur and dignity.","The mastiff is innately good-natured, calm, easygoing and surprisingly gentle. It is a well-mannered house pet, but it needs sufficient room to stretch out. This is an extremely loyal breed, and though not excessively demonstrative, it is devoted to its family and good with children.",https://www.dogbreedslist.info/uploads/dog-pictures/mastiff-2.jpg,Average $1000 - $2000 USD,Hypoallergenic: No
Maltese,"Even though the breed is known for its coat, its body structure, facial expression and overall carriage are essential components of the type. The Maltese is a diminutive dog with a compact, square body, covered all over with long, flat, silky, white hair hanging almost to the ground. The expression is gentle yet alert. It is a vigorous dog, with a jaunty, smooth, flowing gait. The well-built Maltese seems to float over the ground when trotting.","They are one of the most gentle mannered of all little dogs, but are also full of energy and very playful, making them great family dogs. Maltese are highly intelligent and know very well how to use their charm to get their way. If given the chance, they become easily spoiled. This isn’t a problem for dog savvy owners, but many pet owners will give in, often resulting in a pet with poor manners. It is not recommended that Maltese go to homes with young children, where as tiny puppies, there is the possibility of being stepped on or dropped by a child.",https://www.dogbreedslist.info/uploads/dog-pictures/maltese-2.jpg,Average $1500 - $2500 USD,Hypoallergenic: Yes
